Price,Year,Type,Shift,km,Power,Engine,Seller
17500,1999,Gasoline,Manual,240000,65,1199,Owner
27750,2006,Diesel,Manual,180000,75,1248,Dealer
42250,2013,Gasoline,Manual,59000,51,1200,Dealer
46250,2012,Diesel,Manual,55226,75,1248,Dealer
23750,2003,Diesel,Manual,173000,76,1601,Dealer
13750,1998,LPG,Manual,249000,90,1389,Dealer
27000,2004,Gasoline,Manual,112345,80,1229,Owner
20901,1998,Gasoline,Manual,103500,90,1389,Dealer
17750,1998,Gasoline,Manual,205000,90,1389,Dealer
50000,2012,Gasoline,Auto,9500,51,1401,Owner
43000,2013,Diesel,Manual,107000,51,1201,Owner
47750,2012,Diesel,Manual,52900,75,1248,Owner
23900,2004,Diesel,Manual,250000,70,1248,Dealer
14500,1994,LPG,Manual,314000,76,1201,Owner
29250,2009,Diesel,Manual,199000,75,1248,Owner
17999,2008,Diesel,Manual,230000,90,1248,Dealer
23750,2004,Diesel,Manual,228000,70,1248,Dealer
45000,2012,Diesel,Manual,116000,95,1248,Owner
37250,2014,Diesel,Manual,40800,75,1248,Dealer
49000,2014,Diesel,Manual,36800,75,1248,Owner
27000,2006,Diesel,Manual,143000,70,1248,Owner
24200,2005,Diesel,Manual,340000,70,1248,Owner
45750,2014,Diesel,Manual,81000,75,1248,Dealer
23000,2004,Diesel,Manual,242000,70,1248,Dealer
42500,2014,Diesel,Manual,113000,75,1248,Dealer
27500,2004,Gasoline,Auto,79000,75,1199,Dealer
28000,2004,Gasoline,Auto,142000,75,1199,Owner
56000,2016,Gasoline,Manual,5000,70,1229,Dealer
26500,2004,Gasoline,Auto,170000,75,1199,Dealer
17000,1998,LPG,Manual,157000,60,1389,Owner
35750,2012,Diesel,Manual,118000,75,1248,Owner
31000,2006,Diesel,Manual,93000,75,1248,Owner
39950,2007,Gasoline,Auto,64500,80,1229,Owner
27499,2004,LPG,Auto,154000,90,1364,Dealer
20000,1997,LPG,Manual,121000,60,1389,Dealer
18750,2003,Diesel,Manual,279000,76,1601,Owner
27250,2004,LPG,Manual,153000,90,1364,Owner
34000,2009,Diesel,Manual,100000,75,1248,Owner
16500,1996,LPG,Manual,283000,60,1389,Dealer
38000,2012,LPG,Manual,81000,85,1229,Dealer
33500,2004,Gasoline,Auto,72000,90,1364,Dealer
20500,2003,Diesel,Manual,194000,76,1601,Dealer
17000,2004,Diesel,Manual,209300,70,1248,Owner
28500,2005,Diesel,Manual,188000,70,1248,Owner
25500,2000,Gasoline,Auto,121000,51,1201,Owner
17250,1997,Gasoline,Manual,138000,60,1389,Dealer
32000,2004,LPG,Manual,109000,80,1229,Owner
49000,2016,Gasoline,Manual,17000,70,1229,Dealer
44500,2015,Gasoline,Manual,60000,70,1229,Owner
43500,2013,Diesel,Manual,105000,75,1248,Owner
43500,2012,Diesel,Manual,165000,75,1248,Owner
36950,2007,Gasoline,Auto,96750,80,1229,Dealer
39000,2012,Gasoline,Manual,56900,85,1229,Owner
41850,2011,Gasoline,Auto,63000,100,1364,Dealer
40750,2013,Gasoline,Manual,38640,85,1229,Dealer
33500,2012,Diesel,Manual,352800,75,1248,Dealer
41000,2010,Diesel,Manual,163000,90,1248,Owner
44250,2011,Gasoline,Auto,92000,85,1229,Owner
24150,2001,Gasoline,Manual,143000,90,1389,Owner
49850,2014,LPG,Auto,99000,100,1364,Dealer
28750,2005,LPG,Manual,165000,80,1229,Dealer
12000,1994,LPG,Manual,280000,109,1598,Owner
18250,2000,Diesel,Manual,198000,67,1488,Dealer
24000,2002,Gasoline,Auto,170000,58,973,Dealer
27500,2003,Diesel,Manual,206000,75,1686,Owner
23500,2007,Diesel,Manual,192000,51,1201,Owner
47250,2013,Gasoline,Manual,28000,76,1201,Owner
36750,2013,Diesel,Manual,132568,75,1248,Dealer
21000,2005,Diesel,Manual,230000,70,1248,Owner
15000,1999,Gasoline,Manual,170000,90,1389,Dealer
16000,1996,LPG,Manual,216000,60,1389,Owner
21400,1997,LPG,Manual,187000,60,1389,Dealer
32000,2005,Gasoline,Auto,63000,76,1200,Owner
41500,2007,LPG,Auto,120000,90,1364,Dealer
18250,2006,Diesel,Manual,300000,70,1248,Dealer
35500,2013,Diesel,Manual,147000,75,1248,Dealer
42900,2010,Gasoline,Auto,68750,85,1229,Dealer
43500,2013,Diesel,Manual,87000,75,1248,Owner
40000,2010,LPG,Manual,184000,100,1364,Owner
31000,2004,Diesel,Manual,155000,70,1248,Owner
58200,2016,Gasoline,Auto,14000,90,1398,Owner
17750,1997,LPG,Manual,207000,90,1389,Dealer
17900,2000,Diesel,Manual,199856,67,1488,Dealer
62900,2017,Gasoline,Auto,2000,90,1398,Dealer
39250,2013,Diesel,Manual,142000,75,1248,Dealer
49000,2012,Diesel,Manual,52000,75,1248,Owner
41900,2013,Diesel,Manual,131000,75,1248,Owner
20250,1998,Gasoline,Manual,159700,60,1389,Owner
19250,1997,LPG,Manual,190000,60,1389,Owner
62750,2015,LPG,Auto,34000,90,1398,Dealer
22750,2000,LPG,Auto,156000,90,1389,Dealer
19750,2000,Gasoline,Manual,173000,65,1199,Owner
20750,1997,LPG,Manual,180000,76,1201,Owner
30500,2006,Diesel,Auto,148000,70,1248,Dealer
25000,2001,LPG,Manual,65000,90,1389,Owner
29450,2009,Gasoline,Manual,76000,76,1200,Owner
20750,2003,Diesel,Manual,203000,76,1601,Owner
19900,1999,LPG,Manual,204000,90,1389,Dealer
25750,2005,Diesel,Manual,205000,70,1248,Owner
52999,2012,LPG,Auto,66000,76,1201,Dealer
28400,2005,LPG,Manual,158000,80,1229,Owner
24250,2004,Diesel,Manual,197000,70,1248,Dealer
20500,2002,Gasoline,Auto,167000,58,973,Dealer
36500,2012,Diesel,Manual,109000,75,1248,Owner
36500,2008,Gasoline,Manual,87800,76,1200,Owner
42000,2011,LPG,Auto,50700,100,1364,Owner
29500,2003,Diesel,Manual,187000,176,1601,Owner
21500,1997,LPG,Auto,180000,51,1401,Owner
35000,2010,Diesel,Manual,138000,90,1248,Owner
23500,2004,Gasoline,Manual,190000,60,998,Dealer
25500,2004,Diesel,Manual,199000,70,1248,Owner
42900,2012,Gasoline,Auto,48917,85,1229,Dealer
27750,2006,LPG,Manual,140000,80,1229,Dealer
29000,2005,Diesel,Manual,182225,70,1248,Owner
30500,2006,Diesel,Auto,174000,70,1248,Owner
34500,2007,Diesel,Manual,171000,75,1248,Owner
24000,1998,LPG,Manual,97000,60,1389,Owner
21000,2000,Gasoline,Manual,171000,65,1199,Owner
45500,2012,Gasoline,Auto,75000,100,1364,Owner
24900,2000,LPG,Auto,299000,90,1389,Owner
65500,2015,Gasoline,Auto,15000,76,1401,Owner
32500,2008,Diesel,Manual,162000,90,1248,Dealer
16900,1998,LPG,Manual,228000,101,1401,Owner
33500,2004,Gasoline,Auto,89000,90,1364,Dealer
19900,1998,LPG,Manual,133000,90,1389,Owner
41750,2012,Gasoline,Manual,37000,85,1229,Dealer
31000,2004,Diesel,Auto,140000,70,1248,Dealer
40000,2013,Diesel,Manual,95000,75,1248,Dealer
61500,2017,Gasoline,Auto,16200,90,1398,Dealer
28950,2006,Gasoline,Manual,169000,80,1229,Dealer
55000,2016,Gasoline,Auto,11400,76,1201,Owner
47500,2014,Diesel,Manual,56000,75,1248,Dealer
31750,2004,Gasoline,Auto,91000,75,1199,Owner
55800,2016,Gasoline,Auto,16051,90,1398,Dealer
42500,2013,Diesel,Manual,145000,75,1248,Owner
24900,2006,Diesel,Manual,167000,70,1248,Owner
51500,2012,Gasoline,Auto,21700,100,1364,Owner
16500,1997,LPG,Manual,234000,106,1598,Owner
30000,2004,LPG,Manual,114000,90,1364,Owner
33500,2008,LPG,Manual,140000,90,1364,Owner
65000,2015,Gasoline,Auto,11000,90,1398,Owner
41750,2013,Diesel,Manual,99000,75,1248,Dealer
42500,2014,Diesel,Manual,89500,75,1248,Dealer
50000,2015,Gasoline,Manual,25000,90,1398,Owner
29900,2005,Gasoline,Auto,202000,75,1199,Dealer
34250,2007,Diesel,Manual,168736,75,1248,Owner
34500,2012,Diesel,Manual,103000,75,1248,Owner
65000,2016,Gasoline,Auto,3500,76,1201,Dealer
35250,2009,Gasoline,Manual,105000,80,1229,Owner
48750,2013,Gasoline,Auto,33000,100,1364,Dealer
25000,2004,Gasoline,Manual,171000,75,1199,Owner
29000,2005,Diesel,Auto,150000,70,1248,Owner
32250,2006,Diesel,Manual,240000,70,1248,Owner
45000,2014,Diesel,Manual,66000,75,1248,Owner
34000,2004,LPG,Auto,178000,75,1199,Dealer
17750,2001,LPG,Manual,240000,90,1389,Owner
40000,2012,LPG,Auto,165000,100,1364,Dealer
64350,2017,Gasoline,Auto,3000,90,1398,Dealer
30000,2004,Diesel,Manual,187000,70,1248,Dealer
28900,2008,LPG,Manual,193000,80,1229,Dealer
22250,2000,Gasoline,Manual,110000,65,1199,Owner
20950,2000,Gasoline,Manual,260000,90,1389,Dealer
39950,2008,Gasoline,Auto,118000,76,1201,Dealer
32500,2011,Gasoline,Auto,86643,85,1229,Owner
39750,2013,Diesel,Manual,136000,75,1248,Dealer
43000,2010,Gasoline,Auto,40451,80,1229,Owner
32950,2012,Diesel,Manual,189000,75,1248,Dealer
18250,1998,LPG,Manual,215000,60,1389,Owner
60500,2015,Gasoline,Auto,14000,90,1398,Dealer
36900,2007,Gasoline,Auto,170000,51,1200,Dealer
49750,2013,LPG,Auto,52750,100,1364,Owner
18950,2005,Gasoline,Manual,245000,60,998,Dealer
29000,2007,Diesel,Manual,199600,75,1248,Owner
40500,2012,Diesel,Manual,167500,75,1248,Owner
20000,1997,LPG,Auto,180000,90,1389,Owner
41900,2014,LPG,Manual,29600,85,1229,Owner
15500,1997,LPG,Manual,201000,76,1201,Owner
32250,2007,Gasoline,Auto,110000,80,1229,Owner
45000,2014,Diesel,Manual,55000,75,1248,Owner
28500,2004,Diesel,Manual,175000,51,1201,Dealer
30000,2005,Diesel,Manual,200000,70,1248,Owner
33750,2004,Diesel,Auto,206000,70,1248,Dealer
27250,2003,Gasoline,Auto,202000,58,973,Dealer
16000,2003,Diesel,Manual,340000,76,1601,Dealer
48500,2012,Gasoline,Auto,89150,100,1364,Dealer
35000,2007,Gasoline,Auto,128000,80,1229,Dealer
22000,1998,Gasoline,Manual,131386,90,1389,Owner
27250,2006,LPG,Manual,200000,80,1229,Owner
40750,2008,LPG,Auto,125500,90,1364,Dealer
41999,2011,Gasoline,Auto,26000,85,1229,Owner
56000,2015,Gasoline,Auto,45000,76,1401,Owner
56950,2015,Diesel,Manual,52000,75,1248,Dealer
23500,2003,Diesel,Manual,214000,75,1686,Owner
70900,2017,Gasoline,Auto,1,90,1398,Dealer
31750,2007,Diesel,Manual,223269,75,1248,Owner
51000,2016,Gasoline,Manual,24000,70,1229,Dealer
44900,2013,Diesel,Manual,110000,75,1248,Dealer
39750,2013,Diesel,Manual,132000,76,1201,Owner
22000,2003,Diesel,Manual,243000,176,1201,Owner
43000,2012,Diesel,Manual,103000,75,1248,Dealer
36500,2006,Diesel,Manual,79000,51,1201,Dealer
26500,2006,Diesel,Manual,190000,70,1248,Dealer
57000,2016,Gasoline,Auto,32000,90,1398,Dealer
17500,1998,LPG,Manual,170000,76,1201,Dealer
21500,2001,LPG,Manual,245000,90,1389,Owner
40000,2014,Diesel,Manual,97579,75,1248,Dealer
59500,2015,Gasoline,Auto,21250,90,1398,Dealer
21000,2000,LPG,Manual,185000,65,1199,Dealer
52000,2015,Gasoline,Manual,12000,70,1229,Owner
52500,2013,Gasoline,Auto,21000,100,1364,Dealer
28000,2004,LPG,Auto,175000,90,1364,Owner
31500,2005,Diesel,Manual,91500,51,1201,Owner
32600,2010,Diesel,Manual,175000,75,1248,Dealer
41500,2008,LPG,Auto,130000,90,1364,Dealer
21750,1997,LPG,Manual,196000,90,1389,Owner
27750,2005,Diesel,Manual,250000,70,1248,Owner
45650,2011,Gasoline,Auto,35000,100,1364,Owner
37000,2013,Diesel,Manual,130000,75,1248,Dealer
49900,2014,Diesel,Manual,95000,95,1248,Dealer
40500,2008,LPG,Auto,103500,80,1229,Dealer
34500,2007,Diesel,Manual,187500,75,1248,Dealer
46000,2014,Diesel,Manual,95000,75,1248,Dealer
15000,1994,LPG,Manual,144000,60,1389,Owner
39500,2010,Gasoline,Auto,47500,76,1201,Owner
21750,2001,Gasoline,Manual,190000,90,1389,Dealer
26500,2003,LPG,Manual,235000,90,1389,Dealer
48000,2012,LPG,Manual,74000,100,1364,Dealer
14750,1993,LPG,Manual,138000,60,1389,Dealer
46500,2013,Diesel,Manual,77000,76,1201,Dealer
28500,2004,Gasoline,Auto,121000,75,1199,Dealer
21000,2000,Diesel,Manual,230000,67,1488,Dealer
39900,2014,Diesel,Manual,104000,75,1248,Dealer
31250,2007,Gasoline,Manual,88000,51,1200,Owner
41700,2013,Diesel,Manual,85000,75,1248,Owner
29000,2002,Gasoline,Auto,91000,75,1199,Owner
51500,2015,Gasoline,Auto,80000,90,1398,Owner
33500,2006,Gasoline,Auto,99000,80,1229,Owner
41750,2014,Gasoline,Manual,39000,76,1200,Owner
39750,2010,Diesel,Manual,175000,75,1248,Owner
51750,2012,Diesel,Manual,77000,75,1248,Owner
23700,2004,LPG,Manual,162000,60,998,Owner
62000,2016,Gasoline,Auto,24817,90,1398,Dealer
15300,1994,LPG,Manual,200000,106,1598,Owner
38900,2007,Gasoline,Auto,123000,80,1229,Dealer
36500,2010,Diesel,Manual,144000,75,1248,Dealer
59000,2016,Gasoline,Auto,29000,90,1398,Dealer
56900,2016,Gasoline,Auto,32000,90,1398,Dealer
51500,2015,Gasoline,Auto,26500,90,1398,Dealer
56900,2016,Gasoline,Auto,32000,90,1398,Dealer
46500,2013,Diesel,Manual,73500,75,1248,Owner
19650,1998,LPG,Manual,146000,76,1201,Dealer
17999,1997,LPG,Manual,165000,90,1389,Dealer
22700,2003,Diesel,Manual,189000,151,1601,Owner
43100,2014,Diesel,Manual,105000,75,1248,Owner
19500,1998,Gasoline,Manual,239000,51,1201,Dealer
38500,2012,Diesel,Manual,169000,75,1248,Owner
43500,2013,Diesel,Manual,57000,95,1248,Owner
32000,2007,Gasoline,Manual,117000,80,1229,Owner
38500,2008,Diesel,Manual,135000,90,1248,Owner
39500,2009,Gasoline,Auto,112000,90,1364,Owner
42000,2014,Diesel,Manual,99000,51,1201,Dealer
24000,2006,Diesel,Manual,133000,70,1248,Owner
43750,2010,Diesel,Manual,154000,90,1248,Owner
57500,2016,Gasoline,Auto,33000,90,1398,Dealer
22500,2003,Diesel,Manual,229000,176,1601,Owner
35250,2003,LPG,Auto,160000,90,1389,Dealer
57500,2015,Gasoline,Auto,34000,100,1364,Dealer
38500,2012,Diesel,Manual,126000,76,1201,Dealer
60950,2016,Gasoline,Auto,30000,90,1398,Dealer
19500,1997,Gasoline,Manual,138000,126,1201,Owner
33500,2013,Diesel,Manual,95000,75,1248,Dealer
16950,1998,Gasoline,Manual,182000,90,1389,Owner
29000,2006,Diesel,Auto,163000,70,1248,Owner
46350,2011,Diesel,Manual,150000,90,1248,Owner
47000,2013,Gasoline,Auto,89455,100,1364,Dealer
30500,2006,LPG,Manual,110000,80,1229,Owner
21600,1998,LPG,Auto,194000,60,1389,Owner
59250,2017,Gasoline,Manual,4300,70,1229,Owner
29000,2004,Gasoline,Auto,130000,75,1199,Owner
17000,2000,Gasoline,Manual,202000,65,1199,Owner
31750,2005,LPG,Auto,166000,90,1364,Owner
25900,2005,Diesel,Manual,225000,70,1248,Dealer
39500,2011,Diesel,Manual,140000,75,1248,Dealer
43500,2012,Gasoline,Auto,75800,100,1364,Owner
42000,2010,Gasoline,Auto,111000,76,1201,Dealer
16750,2003,Diesel,Manual,355000,126,1601,Owner
17250,1998,LPG,Manual,230000,90,1389,Dealer
16750,1995,LPG,Manual,280000,60,1389,Owner
53900,2014,Gasoline,Auto,22000,100,1364,Dealer
47750,2013,Gasoline,Auto,57000,100,1364,Dealer
20750,2001,LPG,Manual,18000,90,1389,Owner
29750,2005,LPG,Manual,180000,80,1229,Owner
37950,2013,Diesel,Manual,140464,75,1248,Dealer
22000,1998,Gasoline,Manual,190000,60,1389,Dealer
22750,2006,Diesel,Manual,195000,70,1248,Dealer
32750,2007,Diesel,Manual,155000,75,1248,Dealer
23000,2004,LPG,Manual,242000,90,1364,Owner
23900,2000,LPG,Manual,187000,90,1389,Dealer
38500,2013,Diesel,Manual,96200,75,1248,Owner
45250,2015,Gasoline,Manual,62500,70,1229,Dealer
51000,2015,Gasoline,Auto,30400,90,1398,Owner
55250,2017,Gasoline,Manual,5400,70,1229,Dealer
39500,2013,Diesel,Manual,140000,75,1248,Dealer
57500,2015,LPG,Auto,44000,90,1398,Dealer
34000,2005,Diesel,Auto,153000,70,1248,Dealer
41000,2010,Diesel,Manual,61900,75,1248,Owner
35500,2006,Gasoline,Auto,112000,76,1200,Dealer
47500,2013,Gasoline,Manual,20000,100,1364,Dealer
15750,1993,LPG,Manual,246000,60,1389,Dealer
39500,2013,Diesel,Manual,140000,75,1248,Dealer
10500,1995,Gasoline,Manual,253800,106,1598,Owner
25500,2005,Gasoline,Manual,161000,76,1200,Dealer
53500,2013,Gasoline,Auto,39000,100,1364,Owner
18500,1999,Gasoline,Manual,208550,90,1389,Owner
45250,2014,Diesel,Manual,98000,95,1248,Dealer
44500,2012,Diesel,Manual,142300,75,1248,Owner
42000,2014,Gasoline,Manual,95000,85,1229,Dealer
27000,2004,Diesel,Manual,160000,70,1248,Owner
37990,2013,Diesel,Manual,195000,75,1248,Dealer
23500,1998,LPG,Manual,240000,76,1201,Owner
16850,2003,Diesel,Manual,228000,76,1601,Dealer
30000,2004,Diesel,Auto,155000,70,1248,Dealer
27750,2005,Diesel,Manual,147000,70,1248,Owner
44000,2012,Diesel,Manual,66500,75,1248,Owner
21750,2000,LPG,Manual,198827,65,1199,Dealer
33750,2010,LPG,Manual,82000,51,1200,Owner
56900,2015,Gasoline,Auto,18000,90,1398,Dealer
52750,2012,Gasoline,Auto,50000,100,1364,Owner
64750,2016,Gasoline,Auto,8700,90,1398,Owner
59750,2015,Gasoline,Auto,16731,101,1401,Owner
64500,2017,Gasoline,Auto,14500,90,1398,Dealer
52500,2015,Gasoline,Auto,53000,90,1398,Dealer
43950,2014,Diesel,Manual,105000,75,1248,Dealer
59750,2016,Gasoline,Auto,19879,76,1201,Dealer
15250,1994,LPG,Manual,212000,60,1389,Owner
27000,2005,Diesel,Auto,220000,70,1248,Owner
21500,1999,LPG,Auto,170000,90,1389,Dealer
21000,1994,Gasoline,Manual,255000,109,1598,Owner
42250,2013,Diesel,Manual,89900,75,1248,Dealer
29000,2007,Diesel,Manual,268000,75,1248,Owner
40750,2009,Gasoline,Auto,72000,80,1229,Owner
26500,2004,Gasoline,Auto,136000,90,1364,Owner
39750,2011,Gasoline,Manual,70770,100,1364,Dealer
15600,1997,LPG,Manual,230000,90,1389,Dealer
45500,2013,Gasoline,Auto,71000,100,1364,Dealer
24250,2005,Diesel,Manual,240000,70,1248,Dealer
69750,2017,Gasoline,Auto,6000,90,1398,Dealer
34750,2007,Gasoline,Manual,170000,90,1364,Dealer
24950,2004,Diesel,Manual,198000,70,1248,Dealer
14000,2003,Diesel,Manual,265000,101,1601,Owner
41500,2011,Gasoline,Auto,92000,76,1200,Dealer
35250,2010,Gasoline,Auto,96000,90,1364,Owner
41500,2011,Diesel,Manual,61000,75,1248,Owner
42500,2013,Diesel,Manual,157000,75,1248,Owner
27250,2006,Diesel,Manual,257000,75,1248,Dealer
37500,2012,Gasoline,Auto,80000,85,1229,Dealer
42750,2013,Diesel,Manual,150000,75,1248,Dealer
31000,2004,Gasoline,Manual,46000,75,1199,Dealer
36000,2005,Gasoline,Manual,143500,76,1201,Owner
52000,2014,Gasoline,Auto,38000,100,1364,Owner
21750,2001,LPG,Manual,169000,76,1201,Owner
35000,2008,LPG,Manual,98000,80,1229,Owner
46750,2012,Gasoline,Auto,104000,100,1364,Dealer
38000,2013,Diesel,Manual,138000,75,1248,Dealer
68250,2015,Gasoline,Auto,34000,76,1201,Dealer
14250,1994,Gasoline,Manual,184000,45,1196,Dealer
45750,2014,Gasoline,Manual,54000,85,1229,Owner
50000,2012,LPG,Auto,54000,100,1364,Owner
17000,1998,Gasoline,Manual,110000,60,1389,Owner
50900,2011,LPG,Auto,82000,100,1364,Dealer
54000,2013,Diesel,Manual,63000,75,1248,Dealer
29500,2004,Diesel,Auto,197000,70,1248,Dealer
43750,2012,Diesel,Manual,118000,75,1248,Dealer
45900,2013,Gasoline,Auto,75000,100,1364,Dealer
21700,2003,Gasoline,Auto,156000,58,973,Dealer
64000,2017,Gasoline,Auto,15216,90,1398,Dealer
32650,2007,Diesel,Manual,189000,90,1248,Owner
24750,2006,Diesel,Manual,170000,75,1248,Dealer
32750,2007,Gasoline,Manual,51000,80,1229,Dealer
33750,2004,Diesel,Auto,190000,70,1248,Dealer
34500,2008,Gasoline,Manual,162500,51,1201,Owner
24500,2000,Gasoline,Manual,115000,90,1389,Owner
23000,2004,Diesel,Manual,233000,70,1248,Owner
30000,2007,Diesel,Manual,230000,75,1248,Owner
31900,2005,Diesel,Manual,124000,70,1248,Dealer
43000,2011,Gasoline,Auto,56000,80,1229,Owner
29500,2008,Diesel,Manual,238000,75,1248,Dealer
35500,2013,Gasoline,Manual,71000,85,1229,Dealer
56900,2015,Gasoline,Auto,65000,90,1398,Dealer
41000,2013,Gasoline,Auto,49000,85,1229,Dealer
62999,2017,Gasoline,Auto,3150,90,1398,Owner
23750,2002,Gasoline,Auto,185000,58,973,Dealer
22750,1997,LPG,Auto,257000,76,1201,Dealer
41250,2012,Diesel,Manual,175000,75,1248,Dealer
34250,2010,LPG,Auto,49552,101,1401,Dealer
44500,2012,LPG,Auto,65000,85,1229,Dealer
40500,2009,Gasoline,Auto,132000,90,1364,Dealer
48900,2013,Gasoline,Manual,34250,85,1229,Dealer
23950,2000,LPG,Auto,185000,90,1389,Owner
27500,2005,Diesel,Auto,160000,70,1248,Dealer
20400,2003,Diesel,Manual,279000,126,1601,Owner
16900,1997,LPG,Manual,162000,90,1389,Owner
8250,1994,LPG,Manual,156000,82,1389,Owner
28900,2010,Gasoline,Manual,85000,80,1229,Dealer
34000,2009,Diesel,Manual,170000,75,1248,Owner
47500,2016,LPG,Auto,14800,76,1201,Owner
42500,2013,LPG,Manual,76000,85,1229,Owner
41000,2013,Diesel,Manual,130000,75,1248,Dealer
50500,2016,Gasoline,Manual,13600,70,1229,Dealer
35750,2012,Gasoline,Manual,72000,85,1229,Dealer
39999,2009,Diesel,Manual,160000,75,1248,Owner
29750,2009,Gasoline,Manual,88000,80,1229,Owner
35000,2007,Gasoline,Manual,330000,80,1229,Owner
51500,2013,LPG,Auto,61000,100,1364,Owner
21500,1997,LPG,Auto,199000,60,1389,Dealer
33000,2007,Gasoline,Manual,115000,90,1364,Owner
22250,2001,LPG,Manual,183500,76,1201,Owner
45500,2013,Gasoline,Auto,76000,100,1364,Dealer
30500,2006,LPG,Manual,159790,76,1200,Dealer
25850,2004,Gasoline,Manual,112000,80,1229,Dealer
45500,2011,LPG,Auto,104000,100,1364,Owner
27500,2004,Gasoline,Manual,109850,80,1229,Owner
21000,2000,Diesel,Manual,235600,67,1488,Owner
30950,2004,Diesel,Manual,170000,76,1201,Dealer
17000,1997,LPG,Manual,235000,60,1389,Dealer
55750,2016,Gasoline,Auto,45000,90,1398,Dealer
39750,2008,Gasoline,Auto,75000,90,1364,Owner
22250,2003,Diesel,Manual,209000,126,1601,Owner
35500,2008,Gasoline,Manual,118000,76,1201,Owner
19500,1998,Gasoline,Auto,219000,60,1389,Owner
23500,2000,LPG,Auto,200150,90,1389,Owner
38500,2013,Diesel,Manual,114000,51,1201,Owner
29750,2006,Diesel,Auto,238000,70,1248,Dealer
38950,2013,Diesel,Manual,112000,75,1248,Dealer
32000,2005,Diesel,Manual,225000,70,1248,Dealer
44750,2014,Gasoline,Auto,24000,100,1364,Dealer
44000,2012,Gasoline,Manual,70000,85,1229,Dealer
21000,1998,LPG,Auto,196000,90,1389,Owner
34000,2007,LPG,Manual,146000,90,1364,Owner
28500,2003,Gasoline,Auto,199900,75,1199,Dealer
43500,2014,Gasoline,Manual,104000,85,1229,Dealer
39250,2012,Diesel,Manual,93000,75,1248,Dealer
39750,2013,Diesel,Manual,140000,75,1248,Dealer
14500,1994,LPG,Manual,200000,60,1389,Owner
39250,2014,Gasoline,Manual,62000,76,1200,Dealer
36750,2009,Gasoline,Manual,92000,90,1364,Dealer
41500,2013,Diesel,Manual,145000,75,1248,Dealer
18500,2004,Diesel,Manual,255000,70,1248,Owner
35000,2006,Gasoline,Manual,71000,51,1200,Owner
22000,2001,LPG,Manual,153000,76,1201,Owner
21000,2003,Diesel,Manual,188250,76,1601,Dealer
56750,2015,Gasoline,Manual,12000,76,1201,Dealer
44500,2010,Gasoline,Auto,40000,80,1229,Owner
14900,1994,Gasoline,Manual,158643,60,1389,Dealer
34000,2013,Diesel,Manual,169000,95,1248,Dealer
42250,2012,Gasoline,Manual,60000,85,1229,Owner
26950,2000,LPG,Auto,147000,90,1389,Owner
18500,2001,LPG,Manual,247000,90,1389,Owner
46500,2014,Diesel,Manual,54000,75,1248,Dealer
54000,2015,Gasoline,Auto,24000,90,1398,Dealer
41400,2012,Gasoline,Manual,79000,76,1200,Dealer
9900,1993,LPG,Manual,195000,82,1389,Dealer
63500,2016,Gasoline,Auto,19000,90,1398,Dealer
35250,2008,Diesel,Manual,262850,75,1248,Owner
29750,2004,Gasoline,Auto,76000,75,1199,Dealer
22500,2004,Diesel,Manual,270000,70,1248,Owner
62000,2016,Gasoline,Auto,13000,90,1398,Owner
49750,2011,Diesel,Manual,49000,75,1248,Owner
45750,2014,Diesel,Manual,145000,75,1248,Dealer
21000,2006,Diesel,Manual,161000,70,1248,Owner
20900,2003,Diesel,Manual,266000,51,1601,Owner
53750,2012,Gasoline,Auto,10000,100,1364,Dealer
41900,2013,Gasoline,Manual,13000,85,1229,Dealer
22750,1998,LPG,Auto,210000,90,1389,Dealer
59000,2016,Gasoline,Auto,5000,90,1398,Dealer
11500,2000,Gasoline,Manual,183000,75,1199,Owner
31500,2008,Gasoline,Manual,183000,80,1229,Dealer
47000,2014,Gasoline,Auto,58000,85,1229,Dealer
32000,2008,Diesel,Manual,184420,75,1248,Owner
18500,2000,Gasoline,Manual,173000,65,1199,Dealer
46000,2012,Diesel,Manual,106000,75,1248,Owner
20900,1998,Gasoline,Auto,129000,60,1389,Owner
51500,2014,Diesel,Manual,90000,95,1248,Owner
49500,2013,Gasoline,Auto,81000,100,1364,Dealer
25500,2003,Diesel,Manual,226500,76,1601,Owner
42500,2013,Diesel,Manual,110000,75,1248,Owner
21750,2003,Diesel,Manual,187000,51,1601,Dealer
56750,2016,LPG,Auto,25000,101,1401,Owner
14000,1994,LPG,Manual,141000,45,1196,Owner
37650,2010,Diesel,Manual,117400,75,1248,Owner
32500,2002,LPG,Auto,97000,90,1389,Owner
23250,2004,Gasoline,Manual,188000,60,998,Owner
34000,2007,Diesel,Manual,171000,75,1248,Owner
43000,2012,Diesel,Manual,115000,75,1248,Dealer
43950,2009,Gasoline,Auto,107000,90,1364,Dealer
42000,2013,Diesel,Manual,104500,75,1248,Owner
45500,2012,Diesel,Manual,78000,75,1248,Owner
30000,2005,Gasoline,Manual,126000,80,1229,Owner
30500,2006,LPG,Manual,122600,90,1364,Owner
31400,2002,Gasoline,Auto,92000,90,1389,Dealer
47500,2015,Gasoline,Auto,42196,100,1364,Dealer
28750,2008,Diesel,Manual,213000,75,1248,Dealer
53500,2015,Gasoline,Auto,23000,76,1201,Dealer
73750,2016,Diesel,Auto,13000,95,1248,Dealer
40000,2010,Diesel,Manual,63000,75,1248,Owner
