Price,Year,Type,Shift,km,Power,Engine,Seller
27800,2004,Diesel,Manual,180000,70,1248,Owner
30750,2009,Gasoline,Manual,157000,76,1200,Dealer
21499,1997,LPG,Auto,198000,90,1389,Owner
28500,2005,Diesel,Manual,178000,70,1248,Owner
29000,2004,Gasoline,Manual,57000,80,1229,Dealer
27500,2006,Diesel,Manual,235000,70,1248,Owner
45900,2013,Gasoline,Manual,53000,100,1364,Dealer
28300,2004,Gasoline,Auto,165000,90,1364,Owner
40000,2014,Gasoline,Manual,57000,76,1201,Owner
42950,2014,Diesel,Manual,115000,75,1248,Dealer
11000,1993,LPG,Manual,250000,60,1389,Owner
30500,2007,Diesel,Manual,227000,75,1248,Dealer
27500,2005,Gasoline,Auto,149000,90,1364,Owner
47500,2012,Gasoline,Auto,34000,100,1364,Owner
43900,2011,Gasoline,Auto,35000,126,1601,Dealer
29500,2004,Diesel,Manual,195000,70,1248,Dealer
25500,2004,LPG,Manual,160000,50,1401,Owner
19500,1998,LPG,Manual,150000,90,1389,Dealer
33900,2013,Diesel,Manual,123000,75,1248,Owner
43700,2014,Diesel,Manual,100000,75,1248,Owner
41500,2009,Gasoline,Auto,79000,80,1229,Owner
25400,2004,Gasoline,Manual,142000,75,1199,Owner
41000,2012,Gasoline,Manual,62000,51,1200,Owner
35500,2008,LPG,Manual,120000,80,1229,Owner
12500,1994,LPG,Manual,147000,101,1401,Owner
47750,2012,LPG,Auto,97300,100,1364,Owner
15500,1994,LPG,Manual,230000,45,1196,Owner
26250,2004,LPG,Manual,155000,80,1229,Owner
36900,2011,Diesel,Manual,115000,75,1248,Dealer
34750,2006,Diesel,Auto,154000,70,1248,Owner
30500,2005,Diesel,Auto,175000,70,1248,Owner
29500,2005,Diesel,Manual,209000,70,1248,Owner
48400,2010,Gasoline,Auto,69000,76,1201,Owner
50900,2012,Gasoline,Auto,31000,100,1364,Owner
21550,2004,Diesel,Manual,284000,70,1248,Owner
14500,2005,Diesel,Manual,318000,51,1201,Owner
41500,2010,Diesel,Manual,122877,90,1248,Owner
31000,2001,LPG,Manual,75500,90,1389,Owner
19900,1998,LPG,Auto,212000,60,1389,Dealer
26000,2004,Gasoline,Auto,193600,51,1200,Owner
42750,2014,Gasoline,Manual,29000,85,1229,Owner
35300,2007,Diesel,Manual,135000,75,1248,Owner
40500,2012,Diesel,Manual,123000,75,1248,Owner
25000,2004,LPG,Manual,180000,50,1200,Dealer
21500,2000,Gasoline,Auto,208000,101,1201,Owner
32000,2006,Diesel,Manual,195000,70,1248,Owner
20250,1998,Gasoline,Manual,170000,76,1201,Owner
43500,2010,Gasoline,Auto,62000,85,1229,Owner
39850,2011,Diesel,Manual,111000,90,1248,Owner
43900,2012,Diesel,Manual,102000,75,1248,Owner
30000,2005,Gasoline,Auto,179000,75,1199,Owner
27750,2008,Diesel,Manual,157000,75,1248,Dealer
43500,2014,Diesel,Manual,104000,75,1248,Owner
24750,2003,Diesel,Manual,183300,75,1686,Owner
35500,2006,Diesel,Auto,200000,70,1248,Owner
23750,2006,Diesel,Auto,250000,70,1248,Owner
39000,2010,Diesel,Manual,133000,76,1201,Owner
48000,2014,Gasoline,Manual,30000,76,1201,Owner
47250,2014,Diesel,Manual,124000,75,1248,Owner
38750,2012,Gasoline,Manual,53000,85,1229,Owner
21500,2003,Diesel,Manual,202000,101,1601,Dealer
40900,2013,Diesel,Manual,84000,75,1248,Owner
25750,2004,Diesel,Manual,210000,70,1248,Dealer
17000,1997,Gasoline,Manual,211000,90,1389,Owner
26250,2004,Diesel,Manual,193000,70,1248,Owner
59500,2015,Gasoline,Auto,8000,90,1398,Dealer
18500,2000,Diesel,Manual,199999,67,1488,Owner
28250,2004,LPG,Auto,130000,90,1364,Owner
62250,2017,Gasoline,Auto,8500,90,1398,Owner
34500,2008,Gasoline,Manual,108000,80,1229,Owner
31500,2004,Gasoline,Auto,128000,75,1199,Dealer
42000,2010,Diesel,Manual,144000,90,1248,Dealer
18800,1999,LPG,Manual,189000,65,1199,Owner
47000,2015,Gasoline,Manual,21000,70,1229,Owner
34000,2007,Gasoline,Manual,105000,80,1229,Dealer
26900,2004,Diesel,Manual,197000,51,1201,Owner
36750,2008,Gasoline,Manual,92000,80,1229,Owner
16750,1997,LPG,Manual,226000,90,1389,Owner
34000,2006,Gasoline,Auto,147000,80,1229,Owner
18500,1998,LPG,Manual,165000,90,1389,Owner
34750,2006,Gasoline,Auto,150000,80,1229,Owner
22500,1997,LPG,Manual,108000,126,1401,Owner
35000,2004,Gasoline,Auto,99000,90,1364,Owner
54500,2015,LPG,Auto,24700,90,1398,Owner
42500,2013,Diesel,Manual,71000,75,1248,Dealer
40750,2013,Gasoline,Manual,68000,85,1229,Owner
37000,2009,Gasoline,Auto,110000,80,1229,Owner
49500,2016,Gasoline,Manual,18300,70,1229,Dealer
39750,2008,Gasoline,Auto,79000,80,1229,Dealer
28500,2012,Diesel,Manual,145000,75,1248,Owner
20500,2005,Diesel,Manual,26500,70,1248,Dealer
20900,1997,Gasoline,Auto,148000,90,1389,Owner
26500,2003,Gasoline,Auto,93000,58,973,Owner
42250,2014,Gasoline,Manual,44000,85,1229,Owner
46000,2013,LPG,Manual,42000,100,1364,Owner
37900,2009,Gasoline,Auto,106000,76,1200,Owner
49900,2015,Gasoline,Auto,80000,90,1398,Dealer
41750,2011,Diesel,Manual,74000,75,1248,Owner
41900,2012,Diesel,Manual,99300,75,1248,Owner
38000,2009,LPG,Manual,57431,80,1229,Owner
46000,2014,Gasoline,Manual,66500,85,1229,Owner
21500,1997,LPG,Auto,149000,90,1389,Dealer
33250,2008,Diesel,Manual,166000,75,1248,Owner
48750,2010,Gasoline,Auto,47000,76,1201,Owner
16500,1998,Gasoline,Manual,142000,90,1389,Owner
22000,1999,LPG,Manual,180000,90,1389,Owner
20500,1997,LPG,Manual,260000,90,1389,Owner
48750,2013,Diesel,Manual,97000,95,1248,Dealer
23750,2006,Diesel,Manual,122000,75,1248,Dealer
42500,2011,Gasoline,Auto,66000,76,1201,Dealer
37000,2010,Diesel,Manual,94000,75,1248,Dealer
41500,2012,Gasoline,Auto,79000,100,1364,Dealer
36750,2013,Diesel,Manual,200000,75,1248,Dealer
41250,2010,Gasoline,Auto,80000,76,1200,Dealer
38750,2008,Gasoline,Auto,113000,90,1364,Dealer
23900,1998,LPG,Auto,170000,90,1389,Dealer
24750,2004,Gasoline,Manual,131000,75,1199,Owner
20250,2001,Gasoline,Manual,216000,90,1389,Owner
28750,2005,Diesel,Manual,196000,70,1248,Owner
32000,2007,Diesel,Manual,178000,76,1201,Dealer
61500,2015,Diesel,Auto,48300,76,1201,Dealer
45900,2014,Diesel,Manual,86859,75,1248,Dealer
40500,2014,Diesel,Manual,1200,75,1248,Dealer
43750,2013,Diesel,Manual,81000,75,1248,Dealer
25000,2000,LPG,Manual,162000,90,1389,Owner
49750,2012,Gasoline,Auto,30000,100,1364,Dealer
29250,2008,Gasoline,Auto,110000,80,1229,Dealer
22500,2000,LPG,Auto,317000,90,1389,Dealer
21500,1997,LPG,Manual,178000,90,1389,Owner
44000,2013,Diesel,Manual,86000,75,1248,Owner
34750,2010,Diesel,Manual,125000,75,1248,Dealer
16200,1994,Gasoline,Manual,197150,60,1389,Dealer
45500,2014,Gasoline,Manual,31000,100,1364,Owner
48750,2016,LPG,Manual,16500,70,1229,Dealer
33250,2006,Diesel,Auto,165000,51,1201,Dealer
35000,2007,Diesel,Manual,174323,90,1248,Owner
19750,2000,Gasoline,Manual,180000,90,1389,Owner
61900,2016,Gasoline,Auto,30000,90,1398,Dealer
44000,2008,LPG,Auto,60000,90,1364,Owner
33250,2006,Gasoline,Auto,145000,51,1200,Dealer
17000,2003,Diesel,Manual,240000,75,1686,Owner
49500,2014,Gasoline,Auto,43000,100,1364,Owner
65500,2016,Gasoline,Auto,19500,76,1401,Dealer
24250,2000,LPG,Auto,252000,90,1389,Dealer
25900,2004,Gasoline,Manual,197000,80,1229,Dealer
11500,1994,Gasoline,Manual,183000,106,1598,Owner
35750,2011,LPG,Auto,119000,100,1364,Owner
47500,2010,Diesel,Manual,37500,90,1248,Owner
39250,2012,Diesel,Manual,119450,76,1201,Owner
35750,2013,Diesel,Manual,114000,75,1248,Dealer
34500,2007,Diesel,Manual,165000,75,1248,Owner
50000,2013,LPG,Auto,38000,100,1364,Owner
17250,1997,LPG,Manual,221000,90,1389,Dealer
27750,2006,Diesel,Manual,220000,70,1248,Dealer
19400,1997,LPG,Auto,174000,90,1389,Dealer
26000,2003,Diesel,Manual,99850,75,1686,Owner
55950,2016,Gasoline,Auto,30000,90,1398,Dealer
38250,2012,Gasoline,Manual,53000,80,1229,Owner
19750,1999,LPG,Auto,211000,65,1199,Owner
24500,2004,Diesel,Manual,220000,70,1248,Dealer
48750,2015,Gasoline,Auto,53000,90,1398,Dealer
31000,2003,Gasoline,Auto,141500,75,1199,Owner
34000,2006,Diesel,Manual,173000,70,1248,Owner
37000,2012,Diesel,Manual,157980,75,1248,Dealer
25250,2001,LPG,Manual,155000,90,1389,Dealer
67500,2016,Diesel,Auto,30000,95,1248,Owner
16350,1996,LPG,Manual,150000,50,1601,Dealer
28750,2004,Diesel,Auto,158500,70,1248,Owner
22000,1999,Gasoline,Auto,130000,65,1199,Owner
32000,2007,Diesel,Manual,166000,75,1248,Owner
42900,2014,Gasoline,Manual,74000,85,1229,Dealer
38500,2011,Diesel,Manual,200000,90,1248,Owner
59500,2017,Gasoline,Auto,6071,90,1398,Dealer
20900,1997,LPG,Manual,181000,90,1389,Owner
23000,2003,Diesel,Manual,230000,51,1601,Owner
69500,2016,Diesel,Auto,28000,95,1248,Dealer
27500,2001,LPG,Manual,217000,90,1389,Dealer
36750,2011,LPG,Manual,141000,100,1364,Dealer
68500,2015,Diesel,Auto,26000,76,1201,Owner
29750,2005,Diesel,Auto,126500,70,1248,Dealer
38850,2009,Gasoline,Auto,114800,80,1229,Dealer
55950,2016,Gasoline,Auto,24000,90,1398,Dealer
20000,1999,Gasoline,Manual,106000,65,1199,Owner
36900,2009,Diesel,Manual,140000,75,1248,Dealer
39000,2013,Diesel,Manual,89000,75,1248,Dealer
21000,2003,Diesel,Manual,435000,70,1248,Owner
33750,2013,Gasoline,Manual,83000,76,1200,Dealer
19900,1997,LPG,Auto,198022,60,1389,Owner
39000,2012,Gasoline,Manual,46007,201,1201,Owner
22500,2003,Diesel,Manual,196000,51,1601,Owner
39700,2013,Diesel,Manual,128600,75,1248,Dealer
31500,2006,Diesel,Manual,170000,70,1248,Owner
41750,2011,Diesel,Manual,138000,90,1248,Dealer
32000,2005,Gasoline,Auto,141000,75,1199,Dealer
54750,2015,Gasoline,Auto,20000,100,1364,Dealer
44000,2010,Gasoline,Auto,107000,80,1229,Owner
43000,2014,Gasoline,Manual,48000,85,1229,Dealer
42500,2011,Diesel,Manual,135000,75,1248,Dealer
23000,2005,Diesel,Manual,285000,70,1248,Dealer
37250,2006,Gasoline,Manual,43000,80,1229,Dealer
19750,1996,LPG,Manual,200000,60,1389,Owner
34500,2004,Gasoline,Auto,104500,90,1364,Dealer
46500,2013,Gasoline,Auto,79000,100,1364,Dealer
46500,2013,Gasoline,Auto,86000,100,1364,Dealer
56900,2016,Gasoline,Auto,32000,90,1398,Dealer
31750,2008,Diesel,Manual,180000,90,1248,Dealer
41500,2013,Diesel,Manual,98000,75,1248,Dealer
39750,2014,Diesel,Manual,113000,75,1248,Dealer
20400,1997,LPG,Manual,208000,51,1401,Owner
60000,2015,Diesel,Manual,50000,75,1248,Owner
19500,2000,Diesel,Manual,179000,67,1488,Owner
61500,2015,Gasoline,Auto,18000,90,1398,Owner
30250,2007,Gasoline,Manual,150000,90,1364,Owner
14500,2003,Diesel,Manual,206000,76,1601,Dealer
42750,2013,Diesel,Manual,104000,75,1248,Owner
21000,1999,Gasoline,Auto,207500,65,1199,Owner
18500,2000,Gasoline,Manual,200000,65,1199,Dealer
19600,2007,Diesel,Manual,320000,90,1248,Owner
27750,2004,Diesel,Manual,146000,51,1201,Owner
30750,2011,Diesel,Manual,200000,75,1248,Dealer
68500,2015,LPG,Auto,33000,90,1398,Owner
41250,2013,Diesel,Manual,127000,75,1248,Dealer
44750,2011,Gasoline,Auto,30000,85,1229,Dealer
27500,2004,Gasoline,Auto,99500,75,1199,Dealer
54750,2016,Gasoline,Manual,8000,70,1229,Dealer
40250,2012,Diesel,Manual,94000,75,1248,Dealer
26500,2005,Diesel,Manual,210000,70,1248,Dealer
26900,2004,Gasoline,Manual,155000,75,1199,Dealer
35750,2010,LPG,Manual,144000,76,1200,Owner
16000,2005,Diesel,Manual,272000,51,1201,Owner
66750,2015,Gasoline,Auto,34000,76,1201,Dealer
42500,2014,Diesel,Manual,102000,75,1248,Dealer
28250,2002,Gasoline,Auto,132000,90,1389,Owner
60250,2015,Diesel,Auto,36200,95,1248,Owner
19750,1998,Gasoline,Manual,200000,76,1201,Dealer
41500,2011,Diesel,Manual,61250,75,1248,Owner
37500,2012,Diesel,Manual,191500,75,1248,Dealer
36500,2009,LPG,Auto,168000,90,1364,Owner
43000,2012,LPG,Auto,165000,100,1364,Dealer
20900,2001,LPG,Manual,260000,90,1389,Owner
42500,2009,Diesel,Manual,54400,90,1248,Owner
46000,2011,LPG,Auto,74400,76,1201,Owner
32750,2007,Diesel,Manual,203000,75,1248,Owner
36500,2007,Gasoline,Auto,81000,80,1229,Owner
26500,2006,LPG,Manual,168000,76,1201,Owner
25900,2006,Diesel,Manual,162000,70,1248,Dealer
52500,2013,Gasoline,Auto,63000,100,1364,Dealer
23250,1997,LPG,Auto,195000,90,1389,Dealer
30000,2007,LPG,Auto,145000,90,1364,Dealer
44750,2014,Diesel,Manual,98000,75,1248,Dealer
42000,2013,Gasoline,Manual,25700,85,1229,Owner
43500,2014,Diesel,Manual,62000,95,1248,Owner
28000,2004,LPG,Auto,230000,90,1364,Owner
50500,2012,LPG,Manual,49656,100,1364,Owner
27500,2004,LPG,Manual,165000,90,1364,Owner
27500,2005,Gasoline,Manual,170000,80,1229,Dealer
33500,2007,Diesel,Manual,181000,90,1248,Owner
22500,1997,Gasoline,Manual,139000,51,1201,Owner
47500,2012,Diesel,Manual,124000,51,1201,Owner
64750,2015,Diesel,Auto,58000,95,1248,Dealer
34800,2013,Diesel,Manual,92624,75,1248,Owner
36750,2012,Gasoline,Manual,125680,85,1229,Owner
32500,2006,Diesel,Auto,178000,70,1248,Dealer
30500,2005,LPG,Auto,103000,51,1201,Dealer
41500,2013,Diesel,Manual,151000,75,1248,Owner
34000,2001,Diesel,Manual,331000,75,1686,Dealer
20000,2000,Gasoline,Manual,150000,65,1199,Dealer
33500,2004,Gasoline,Auto,132000,75,1199,Owner
43500,2012,Diesel,Manual,68000,75,1248,Dealer
32500,2013,Diesel,Manual,182000,75,1248,Owner
42000,2010,Diesel,Auto,198000,76,1201,Owner
22500,2004,Diesel,Manual,267000,70,1248,Dealer
54000,2013,Gasoline,Auto,71000,100,1364,Dealer
45750,2011,Diesel,Manual,115000,75,1248,Dealer
44000,2012,Gasoline,Auto,30000,85,1229,Owner
17999,2001,LPG,Manual,215555,76,1201,Owner
39750,2013,LPG,Manual,98937,85,1229,Dealer
28750,2004,LPG,Auto,119000,58,973,Owner
28500,2003,LPG,Auto,106000,75,1199,Owner
30500,2007,Diesel,Manual,210000,75,1248,Owner
28750,2004,Diesel,Manual,160000,70,1248,Dealer
72500,2016,Diesel,Auto,18000,95,1248,Owner
24000,1999,Gasoline,Manual,206000,90,1389,Owner
53500,2015,Gasoline,Auto,36592,90,1398,Dealer
42500,2009,Gasoline,Auto,125000,90,1364,Owner
41500,2013,Diesel,Manual,80000,75,1248,Dealer
44950,2009,Gasoline,Auto,52000,90,1364,Dealer
27000,2006,Diesel,Manual,197000,70,1248,Owner
26150,2003,Gasoline,Auto,150000,58,973,Owner
44500,2011,Diesel,Manual,121000,75,1248,Owner
52000,2011,Gasoline,Auto,41000,100,1364,Owner
43750,2012,Gasoline,Manual,65800,100,1364,Owner
32000,2004,LPG,Auto,152000,75,1199,Owner
55500,2015,Gasoline,Auto,25700,100,1364,Owner
18500,1998,LPG,Manual,302000,90,1389,Dealer
55000,2015,Diesel,Auto,22000,95,1248,Owner
26500,2006,Diesel,Manual,208000,70,1248,Owner
30950,2004,Gasoline,Manual,122000,80,1229,Owner
20000,2005,Diesel,Manual,248000,70,1248,Owner
32500,2005,Diesel,Manual,197500,70,1248,Owner
35500,2008,LPG,Manual,107000,80,1229,Owner
42000,2013,Diesel,Manual,110000,75,1248,Owner
33500,2012,Diesel,Manual,138000,75,1248,Owner
23500,2002,Gasoline,Auto,201700,58,973,Owner
37250,2012,Diesel,Manual,139000,75,1248,Owner
38500,2012,Gasoline,Manual,97000,76,1201,Owner
25500,2004,LPG,Manual,100000,80,1229,Owner
37250,2011,Diesel,Manual,115000,75,1248,Dealer
20500,2004,LPG,Manual,222000,75,1199,Owner
22500,2003,Diesel,Manual,230000,75,1686,Owner
48000,2014,Gasoline,Manual,25522,85,1229,Owner
41500,2013,Diesel,Manual,86000,75,1248,Owner
32900,2010,Diesel,Manual,174000,75,1248,Dealer
27750,2005,Diesel,Auto,195000,70,1248,Dealer
25750,2005,Gasoline,Manual,96000,76,1201,Dealer
47500,2012,LPG,Manual,64000,100,1364,Owner
28500,2006,Diesel,Manual,141000,70,1248,Owner
30000,2004,Diesel,Manual,138000,70,1248,Owner
30500,2007,Diesel,Manual,175000,75,1248,Owner
32500,2008,Diesel,Manual,97000,90,1248,Dealer
44750,2013,Diesel,Manual,69000,75,1248,Dealer
46250,2014,Diesel,Manual,120800,75,1248,Dealer
17250,2000,Diesel,Manual,178000,67,1488,Owner
49500,2013,Gasoline,Auto,39500,85,1229,Owner
29450,2006,Gasoline,Auto,145000,51,1200,Owner
34500,2012,Diesel,Manual,130000,75,1248,Owner
37500,2012,Diesel,Manual,130000,75,1248,Owner
46500,2011,Gasoline,Auto,93000,100,1364,Dealer
38750,2014,Diesel,Manual,103000,75,1248,Dealer
32500,2009,Diesel,Manual,154000,75,1248,Owner
41900,2012,Diesel,Manual,99300,75,1248,Owner
28000,2004,Gasoline,Manual,100000,80,1229,Owner
34000,2006,Diesel,Manual,165800,51,1201,Owner
42250,2013,Gasoline,Manual,29000,85,1229,Owner
12500,1994,LPG,Manual,186000,60,1389,Owner
18500,1997,LPG,Manual,190000,90,1389,Owner
23000,2003,Diesel,Manual,207450,101,1601,Owner
41500,2012,Diesel,Manual,90560,75,1248,Owner
29900,2009,Diesel,Manual,266505,75,1248,Owner
20000,1999,Gasoline,Manual,173000,76,1201,Owner
46500,2015,Gasoline,Manual,25721,70,1229,Dealer
27500,2004,LPG,Auto,97391,75,1199,Owner
22500,2003,Diesel,Manual,169000,75,1686,Owner
18750,2007,Diesel,Manual,240000,90,1248,Owner
34750,2008,Diesel,Manual,219000,75,1248,Dealer
32750,2010,Diesel,Manual,188000,75,1248,Owner
28500,2008,Diesel,Manual,135000,75,1248,Dealer
51000,2016,Gasoline,Manual,9000,70,1229,Dealer
39500,2010,Gasoline,Manual,22000,80,1229,Owner
23500,2003,Diesel,Manual,236000,75,1686,Owner
22000,2000,Gasoline,Manual,182000,90,1389,Owner
49500,2013,Gasoline,Auto,30017,85,1229,Owner
33900,2004,Gasoline,Auto,44000,90,1364,Dealer
44500,2012,Diesel,Manual,75400,75,1248,Owner
21000,1999,LPG,Manual,192500,90,1389,Owner
31000,2006,Gasoline,Auto,135939,80,1229,Owner
35900,2011,Diesel,Manual,176000,51,1201,Owner
34000,2005,Gasoline,Manual,83531,80,1229,Owner
32500,2004,LPG,Auto,142000,75,1199,Owner
26800,2004,Diesel,Manual,192000,70,1248,Owner
28900,2004,Gasoline,Manual,90000,90,1364,Owner
41700,2012,Gasoline,Auto,56800,80,1229,Dealer
17800,1998,LPG,Manual,203000,60,1389,Dealer
35500,2009,Gasoline,Manual,114000,80,1229,Owner
17250,1997,Gasoline,Manual,160000,60,1389,Owner
49750,2013,Gasoline,Auto,47000,85,1229,Dealer
23500,2003,Diesel,Manual,175000,51,1601,Owner
34850,2004,Gasoline,Auto,93000,90,1364,Dealer
34500,2013,Diesel,Manual,84000,75,1248,Dealer
54900,2013,Gasoline,Auto,28000,100,1364,Owner
46750,2013,Diesel,Manual,55000,75,1248,Dealer
26900,2005,LPG,Manual,197000,80,1229,Owner
43750,2014,LPG,Manual,48000,85,1229,Dealer
32750,2008,Diesel,Manual,156000,75,1248,Dealer
39950,2014,Diesel,Manual,172000,75,1248,Dealer
52900,2014,Gasoline,Auto,41000,100,1364,Dealer
39500,2013,Diesel,Manual,113000,75,1248,Dealer
30000,2007,Diesel,Manual,150000,75,1248,Owner
20500,2003,Diesel,Manual,335000,76,1200,Owner
42750,2011,Gasoline,Auto,82000,100,1364,Dealer
27499,2005,Diesel,Manual,205000,70,1248,Owner
25500,2005,LPG,Manual,360000,51,1201,Owner
43750,2012,Gasoline,Manual,56000,100,1364,Dealer
37750,2012,Diesel,Manual,190000,75,1248,Dealer
56750,2016,Gasoline,Auto,24000,90,1398,Dealer
44500,2010,Diesel,Manual,98800,90,1248,Owner
19500,1998,LPG,Manual,198000,50,1401,Owner
47750,2011,Gasoline,Auto,95000,76,1601,Owner
20900,1996,Gasoline,Auto,102750,76,1201,Dealer
38750,2013,Diesel,Manual,104466,75,1248,Dealer
31250,2005,Diesel,Manual,145000,70,1248,Owner
21500,1999,Gasoline,Auto,218727,65,1199,Dealer
14000,1997,LPG,Manual,180000,106,1598,Owner
28500,2006,Diesel,Manual,195378,75,1248,Owner
37250,2012,Gasoline,Manual,59000,76,1200,Dealer
30750,2004,Diesel,Auto,177000,70,1248,Dealer
26800,2006,Diesel,Manual,178000,75,1248,Owner
32900,2013,Diesel,Manual,103000,75,1248,Dealer
41750,2010,Gasoline,Auto,98500,76,1201,Dealer
16250,1996,LPG,Manual,221000,60,1389,Owner
59000,2015,Gasoline,Auto,24198,76,1201,Owner
45750,2013,Diesel,Manual,112952,75,1248,Dealer
70000,2016,Gasoline,Auto,3013,76,1201,Owner
28500,2004,LPG,Auto,139000,90,1364,Owner
40750,2014,Diesel,Manual,161000,75,1248,Dealer
36000,2011,Diesel,Manual,150000,75,1248,Dealer
25750,2000,LPG,Manual,94000,90,1389,Dealer
19500,1998,Gasoline,Auto,174000,90,1389,Dealer
26750,2004,Diesel,Manual,270000,70,1248,Dealer
43500,2014,Diesel,Manual,49000,75,1248,Dealer
21000,2000,LPG,Manual,188000,90,1389,Owner
52750,2014,Gasoline,Manual,16500,100,1364,Owner
39750,2007,Gasoline,Auto,83000,90,1364,Owner
25250,2004,Diesel,Manual,272000,70,1248,Owner
48250,2012,Diesel,Manual,75000,95,1248,Dealer
29750,2005,Gasoline,Manual,152000,90,1364,Dealer
39250,2013,Diesel,Manual,134365,75,1248,Dealer
48000,2010,Gasoline,Auto,52000,90,1364,Dealer
25900,2006,Diesel,Manual,159000,76,1201,Dealer
32000,2006,Gasoline,Manual,127600,51,1200,Owner
36500,2007,LPG,Auto,113000,90,1364,Owner
39750,2013,Diesel,Manual,114000,75,1248,Dealer
33900,2006,Diesel,Manual,109000,70,1248,Owner
24750,1998,LPG,Auto,204000,90,1389,Owner
28250,2004,Gasoline,Manual,155000,90,1364,Owner
21500,2000,LPG,Manual,190000,51,1200,Dealer
33500,2009,Diesel,Manual,187000,75,1248,Owner
37250,2008,Gasoline,Auto,98000,76,1201,Owner
40750,2013,Diesel,Manual,170000,75,1248,Dealer
40900,2012,LPG,Manual,75000,80,1229,Owner
52950,2015,Diesel,Manual,117000,95,1248,Dealer
27000,2005,Diesel,Manual,212000,70,1248,Dealer
36500,2010,Diesel,Manual,195000,90,1248,Owner
31000,2005,Diesel,Manual,175000,70,1248,Owner
59350,2017,Gasoline,Manual,650,70,1229,Dealer
40500,2012,Diesel,Manual,102000,75,1248,Owner
32000,2005,LPG,Manual,140000,80,1229,Dealer
27000,2002,Gasoline,Manual,142600,90,1389,Dealer
39900,2013,Diesel,Manual,114000,75,1248,Dealer
28000,2000,Gasoline,Manual,78230,90,1389,Owner
16750,2004,Diesel,Manual,180000,70,1248,Dealer
32000,2005,Diesel,Auto,200000,51,1201,Dealer
25500,2002,Gasoline,Auto,163000,58,973,Dealer
74750,2016,Diesel,Auto,25000,95,1248,Dealer
29500,2008,Diesel,Manual,231000,75,1248,Dealer
29900,2004,Gasoline,Manual,106661,90,1364,Dealer
32500,2004,LPG,Auto,175000,75,1199,Dealer
44400,2012,Gasoline,Manual,78000,100,1364,Owner
29500,2004,LPG,Auto,156000,90,1364,Dealer
37000,2007,Gasoline,Auto,88000,80,1229,Dealer
28000,2004,LPG,Manual,190000,90,1364,Dealer
18750,2000,Gasoline,Manual,170000,65,1199,Dealer
29500,2008,Gasoline,Auto,110000,80,1229,Owner
45000,2010,Gasoline,Auto,60000,51,1201,Owner
35000,2012,Diesel,Manual,170000,75,1248,Owner
21750,1998,Gasoline,Manual,145000,76,1201,Dealer
13250,1993,Gasoline,Manual,252729,82,1389,Dealer
61950,2017,Gasoline,Auto,2500,90,1398,Dealer
29900,2004,Diesel,Auto,220000,70,1248,Dealer
19500,1998,LPG,Auto,220000,60,1389,Owner
49500,2013,Gasoline,Auto,38977,100,1364,Owner
63950,2017,Gasoline,Auto,6000,90,1398,Dealer
46500,2010,Gasoline,Auto,75000,90,1364,Owner
31000,2009,Gasoline,Manual,96000,76,1201,Owner
31000,2008,LPG,Manual,120000,80,1229,Owner
25900,2005,Diesel,Manual,200000,70,1248,Dealer
37999,2013,Diesel,Manual,111000,75,1248,Dealer
30000,2006,Diesel,Manual,154000,70,1248,Owner
63750,2015,Gasoline,Auto,14000,90,1398,Dealer
45750,2014,Gasoline,Manual,36000,85,1229,Dealer
19250,2000,Gasoline,Manual,145700,90,1389,Owner
37500,2011,Diesel,Manual,129000,75,1248,Owner
16200,2003,Diesel,Manual,243000,176,1601,Dealer
44750,2012,LPG,Auto,73000,76,1201,Dealer
61750,2016,Gasoline,Auto,6000,90,1398,Dealer
60750,2016,Gasoline,Auto,33000,90,1398,Dealer
32500,2005,Gasoline,Auto,131000,76,1200,Owner
47750,2013,Gasoline,Auto,70000,100,1364,Dealer
27800,2005,Gasoline,Auto,145000,90,1364,Owner
32000,1999,Gasoline,Manual,27800,90,1389,Owner
51500,2014,Gasoline,Manual,29000,85,1229,Owner
60850,2015,Gasoline,Auto,43500,101,1201,Dealer
39800,2011,Diesel,Manual,125000,75,1248,Dealer
48750,2015,Gasoline,Manual,21000,70,1229,Owner
24000,2005,Diesel,Manual,206000,70,1248,Owner
34750,2007,Gasoline,Manual,87400,80,1229,Owner
43950,2013,Diesel,Manual,85000,75,1248,Dealer
30750,2005,Gasoline,Auto,121000,75,1199,Owner
43500,2014,Diesel,Manual,97000,75,1248,Dealer
30000,2005,Diesel,Manual,196000,70,1248,Owner
29000,2006,Diesel,Manual,189000,70,1248,Dealer
22750,2001,LPG,Manual,177000,90,1389,Owner
54750,2015,Gasoline,Auto,30000,90,1398,Owner
27500,2005,Diesel,Manual,199800,70,1248,Dealer
31500,2004,Diesel,Manual,160000,70,1248,Dealer
24900,2003,Diesel,Manual,215000,101,1601,Owner
39000,2007,LPG,Auto,91000,80,1229,Dealer
41000,2010,Gasoline,Manual,57000,85,1229,Owner
65750,2016,Gasoline,Auto,7500,90,1398,Owner
21000,2000,Gasoline,Auto,156000,65,1199,Owner
45500,2014,Diesel,Manual,72537,75,1248,Dealer
56750,2015,Gasoline,Auto,56950,100,1364,Dealer
18750,2000,Diesel,Manual,222312,67,1488,Dealer
49900,2012,Gasoline,Auto,18300,100,1364,Dealer
55000,2015,Gasoline,Auto,45500,90,1398,Dealer
37250,2011,Diesel,Manual,142000,75,1248,Dealer
